driver_name,car_number,team_name,manufacturer,season_year,race_number,race_pos,quali_pos,stage_1_pos,stage_2_pos,stage_3_pos,laps_led,status,season_points,finish_position_points,stage_points,playoff_points
Austin Cindric,2,Team Penske,Ford,2022,7,20,20,0,0,0,0,running,17,17,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,7,21,10,0,0,0,0,running,16,16,0,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,7,22,12,0,0,0,0,running,15,15,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,7,23,5,0,0,0,0,running,14,14,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,7,24,30,0,0,0,0,running,13,13,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,7,25,22,0,0,0,0,running,12,12,0,0
Bubba Wallace,23,23XI Racing,Toyota,2022,7,26,29,0,0,0,0,running,11,11,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2022,7,27,26,0,0,0,0,running,0,10,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,7,28,32,0,0,0,0,running,9,9,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,7,29,36,0,0,0,0,running,8,8,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,7,30,24,0,0,0,0,running,7,7,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,7,31,31,0,0,0,0,running,6,6,0,0
Landon Cassill,77,Spire Motorsports,Chevrolet,2022,7,32,23,0,0,0,0,running,0,5,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,7,33,35,0,0,0,0,running,0,4,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,7,34,34,0,0,0,0,running,3,3,0,0
Kurt Busch,45,23XI Racing,Toyota,2022,7,35,27,0,0,0,0,running,2,2,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,7,36,33,0,0,0,0,crash,1,1,0,0
Greg Biffle,44,NY Racing Team,Chevrolet,2022,7,37,37,0,0,0,0,suspension,1,1,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,8,1,5,2,2,0,212,running,58,40,18,5
Joey Logano,22,Team Penske,Ford,2022,8,2,14,8,3,0,0,running,46,35,11,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,8,3,23,0,6,0,1,running,39,34,5,0
Ryan Blaney,12,Team Penske,Ford,2022,8,4,12,7,4,0,5,running,44,33,11,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,8,5,27,0,0,0,0,running,32,32,0,0
Kurt Busch,45,23XI Racing,Toyota,2022,8,6,18,10,0,0,0,running,32,31,1,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,8,7,11,0,0,0,0,running,30,30,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,8,8,2,5,7,0,0,running,39,29,10,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,8,9,19,0,0,0,0,running,28,28,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,8,10,1,1,1,0,185,running,47,27,20,2
Austin Cindric,2,Team Penske,Ford,2022,8,11,13,9,8,0,0,running,31,26,5,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,8,12,15,0,0,0,0,running,25,25,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,8,13,24,0,0,0,0,running,24,24,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,8,14,6,6,10,0,0,running,29,23,6,0
Chris Buescher,17,RFK Racing,Ford,2022,8,15,4,0,0,0,0,running,22,22,0,0
Bubba Wallace,23,23XI Racing,Toyota,2022,8,16,21,0,0,0,0,running,21,21,0,0
Brad Keselowski,6,RFK Racing,Ford,2022,8,17,9,0,0,0,0,running,20,20,0,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,8,18,22,0,0,0,0,running,19,19,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,8,19,8,0,0,0,0,running,18,18,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,8,20,7,4,9,0,0,running,26,17,9,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,8,21,3,3,5,0,0,running,30,16,14,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,8,22,20,0,0,0,0,running,15,15,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,8,23,34,0,0,0,0,running,14,14,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2022,8,24,36,0,0,0,0,running,0,13,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,8,25,16,0,0,0,0,running,12,12,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,8,26,29,0,0,0,0,running,11,11,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,8,27,28,0,0,0,0,running,10,10,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,8,28,25,0,0,0,0,running,9,9,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,8,29,30,0,0,0,0,running,8,8,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,8,30,10,0,0,0,0,running,7,7,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,8,31,17,0,0,0,0,running,6,6,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,8,32,26,0,0,0,0,running,5,5,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,8,33,35,0,0,0,0,running,4,4,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,8,34,32,0,0,0,0,running,0,3,0,0
Josh Bilicki,77,Spire Motorsports,Chevrolet,2022,8,35,31,0,0,0,0,running,0,2,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,8,36,33,0,0,0,0,handling,1,1,0,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,9,1,11,5,5,0,1,running,52,40,12,5
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,9,2,3,8,10,0,99,running,39,35,4,0
Joey Logano,22,Team Penske,Ford,2022,9,3,10,7,7,0,0,running,42,34,8,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,9,4,5,1,6,0,27,running,48,33,15,1
Ryan Blaney,12,Team Penske,Ford,2022,9,5,25,9,9,0,0,running,36,32,4,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,9,6,8,6,0,0,0,running,36,31,5,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,9,7,2,3,2,0,0,running,47,30,17,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,9,8,9,0,4,0,0,running,36,29,7,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,9,9,17,0,8,0,0,running,31,28,3,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,9,10,7,2,0,0,0,running,36,27,9,0
Brad Keselowski,6,RFK Racing,Ford,2022,9,11,18,0,0,0,0,running,26,26,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,9,12,21,0,3,0,64,running,33,25,8,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,9,13,1,0,0,0,0,running,24,24,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,9,14,6,0,0,0,0,running,23,23,0,0
Chris Buescher,17,RFK Racing,Ford,2022,9,15,15,0,0,0,0,running,22,22,0,0
Austin Cindric,2,Team Penske,Ford,2022,9,16,20,0,0,0,0,running,21,21,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,9,17,23,0,0,0,0,running,20,20,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,9,18,19,0,0,0,0,running,19,19,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,9,19,26,0,0,0,0,running,18,18,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,9,20,24,0,0,0,0,running,17,17,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,9,21,30,0,0,0,0,running,16,16,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,9,22,4,0,1,0,59,running,25,15,10,1
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,9,23,31,0,0,0,0,running,14,14,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,9,24,14,0,0,0,0,running,13,13,0,0
Josh Williams,78,Live Fast Motorsports,Ford,2022,9,25,36,0,0,0,0,running,0,12,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,9,26,35,0,0,0,0,running,11,11,0,0
Noah Gragson,16,Kaulig Racing,Chevrolet,2022,9,27,28,0,0,0,0,running,0,10,0,0
Bubba Wallace,23,23XI Racing,Toyota,2022,9,28,22,0,0,0,0,running,9,9,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,9,29,16,10,0,0,0,running,9,8,1,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,9,30,29,0,0,0,0,crash,0,7,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,9,31,12,4,0,0,0,crash,13,6,7,0
Kurt Busch,45,23XI Racing,Toyota,2022,9,32,13,0,0,0,0,crash,5,5,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,9,33,33,0,0,0,0,engine,4,4,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,9,34,32,0,0,0,0,crash,3,3,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,9,35,34,0,0,0,0,engine,2,2,0,0
Justin Allgaier,77,Spire Motorsports,Chevrolet,2022,9,36,27,0,0,0,0,crash,0,1,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,10,1,19,0,9,0,1,running,42,40,2,5
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,10,2,14,0,0,0,0,running,35,35,0,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,10,3,12,0,6,0,3,running,39,34,5,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,10,4,5,2,3,0,32,running,50,33,17,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,10,5,2,5,4,0,0,running,45,32,13,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,10,6,16,8,8,0,25,running,37,31,6,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,10,7,28,6,2,0,0,running,44,30,14,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,10,8,21,0,0,0,0,running,29,29,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,10,9,27,9,5,0,0,running,36,28,8,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,10,10,24,0,0,0,0,running,27,27,0,0
Ryan Blaney,12,Team Penske,Ford,2022,10,11,22,0,0,0,23,running,26,26,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,10,12,11,0,0,0,0,running,25,25,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,10,13,23,0,7,0,0,running,28,24,4,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,10,14,33,0,0,0,1,running,23,23,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,10,15,8,4,1,0,38,running,39,22,17,1
Kurt Busch,45,23XI Racing,Toyota,2022,10,16,6,7,10,0,1,running,26,21,5,0
Bubba Wallace,23,23XI Racing,Toyota,2022,10,17,9,1,0,0,15,running,30,20,10,1
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,10,18,7,0,0,0,9,running,19,19,0,0
Landon Cassill,77,Spire Motorsports,Chevrolet,2022,10,19,39,0,0,0,0,running,0,18,0,0
Noah Gragson,62,Beard Motorsports,Chevrolet,2022,10,20,31,0,0,0,0,running,0,17,0,0
Austin Cindric,2,Team Penske,Ford,2022,10,21,18,0,0,0,0,running,16,16,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,10,22,1,3,0,0,7,running,23,15,8,0
Brad Keselowski,6,RFK Racing,Ford,2022,10,23,15,0,0,0,0,running,14,14,0,0
David Ragan,15,Rick Ware Racing,Ford,2022,10,24,36,0,0,0,0,running,13,13,0,0
J.J. Yeley,55,Power Source,Ford,2022,10,25,38,0,0,0,1,running,0,12,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,10,26,37,0,0,0,2,running,11,11,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,10,27,32,0,0,0,0,crash,10,10,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,10,28,34,0,0,0,0,dvp,9,9,0,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,10,29,29,0,0,0,1,engine,8,8,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,10,30,26,10,0,0,0,crash,8,7,1,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,10,31,4,0,0,0,28,dvp,6,6,0,0
Joey Logano,22,Team Penske,Ford,2022,10,32,13,0,0,0,1,crash,5,5,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,10,33,20,0,0,0,0,crash,4,4,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,10,34,25,0,0,0,0,crash,3,3,0,0
Greg Biffle,44,NY Racing Team,Chevrolet,2022,10,35,35,0,0,0,0,fuel pump,2,2,0,0
Daniel Hemric,16,Kaulig Racing,Chevrolet,2022,10,36,3,0,0,0,0,crash,0,1,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,10,37,17,0,0,0,0,crash,1,1,0,0
Chris Buescher,17,RFK Racing,Ford,2022,10,38,30,0,0,0,0,crash,1,1,0,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,10,39,10,0,0,0,0,engine,1,1,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,11,1,4,2,10,0,73,running,50,40,10,5
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,11,2,15,0,5,0,0,running,41,35,6,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,11,3,7,4,6,0,86,running,46,34,12,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,11,4,17,3,0,0,0,running,41,33,8,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,11,5,6,0,3,0,2,running,40,32,8,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,11,6,3,6,0,0,19,running,36,31,5,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,11,7,10,9,2,0,103,running,41,30,11,0
Chris Buescher,17,RFK Racing,Ford,2022,11,8,1,8,9,0,18,running,34,29,5,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,11,9,11,0,0,0,0,running,28,28,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,11,10,25,0,7,0,0,running,31,27,4,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,11,11,14,0,0,0,19,running,26,26,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,11,12,18,5,4,0,5,running,38,25,13,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,11,13,23,0,0,0,0,running,24,24,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,11,14,8,0,0,0,0,running,23,23,0,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,11,15,30,0,0,0,0,running,22,22,0,0
Bubba Wallace,23,23XI Racing,Toyota,2022,11,16,9,0,0,0,0,running,21,21,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,11,17,29,0,0,0,0,running,20,20,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,11,18,21,0,0,0,0,running,19,19,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,11,19,27,0,0,0,0,running,18,18,0,0
Brad Keselowski,6,RFK Racing,Ford,2022,11,20,20,10,0,0,0,running,18,17,1,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,11,21,2,1,0,0,67,running,26,16,10,1
William Byron,24,Hendrick Motorsports,Chevrolet,2022,11,22,33,7,0,0,0,running,19,15,4,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,11,23,24,0,0,0,0,running,14,14,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,11,24,35,0,8,0,0,running,16,13,3,0
Ryan Preece,15,Rick Ware Racing,Ford,2022,11,25,13,0,0,0,0,running,0,12,0,0
Ryan Blaney,12,Team Penske,Ford,2022,11,26,5,0,1,0,8,running,21,11,10,1
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,11,27,31,0,0,0,0,running,10,10,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,11,28,34,0,0,0,0,running,9,9,0,0
Joey Logano,22,Team Penske,Ford,2022,11,29,22,0,0,0,0,running,8,8,0,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,11,30,26,0,0,0,0,running,7,7,0,0
Kurt Busch,45,23XI Racing,Toyota,2022,11,31,16,0,0,0,0,running,6,6,0,0
Josh Bilicki,77,Spire Motorsports,Chevrolet,2022,11,32,36,0,0,0,0,running,0,5,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2022,11,33,19,0,0,0,0,brakes,0,4,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,11,34,28,0,0,0,0,dvp,3,3,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,11,35,32,0,0,0,0,brakes,2,2,0,0
Austin Cindric,2,Team Penske,Ford,2022,11,36,12,0,0,0,0,dvp,1,1,0,0
Joey Logano,22,Team Penske,Ford,2022,12,1,1,1,3,0,107,running,58,40,18,6
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,12,2,10,9,0,0,10,running,37,35,2,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,12,3,29,0,0,0,0,running,34,34,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,12,4,35,0,0,0,1,running,33,33,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,12,5,34,0,8,0,0,running,35,32,3,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,12,6,3,3,7,0,3,running,43,31,12,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,12,7,16,0,0,0,0,running,30,30,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,12,8,26,0,0,0,0,running,29,29,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,12,9,14,0,0,0,0,running,28,28,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,12,10,20,0,10,0,0,running,28,27,1,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,12,11,12,0,9,0,0,running,28,26,2,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,12,12,21,0,0,0,0,running,25,25,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,12,13,9,6,5,0,24,running,35,24,11,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,12,14,25,0,0,0,0,running,23,23,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,12,15,27,0,0,0,0,running,22,22,0,0
Chris Buescher,17,RFK Racing,Ford,2022,12,16,18,0,0,0,0,running,21,21,0,0
Ryan Blaney,12,Team Penske,Ford,2022,12,17,7,0,0,0,0,running,20,20,0,0
Austin Cindric,2,Team Penske,Ford,2022,12,18,19,0,0,0,0,running,19,19,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,12,19,31,0,0,0,1,running,18,18,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,12,20,13,0,0,0,0,running,17,17,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,12,21,22,7,4,0,42,running,27,16,11,0
Landon Cassill,77,Spire Motorsports,Chevrolet,2022,12,22,33,0,0,0,0,running,0,15,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,12,23,32,0,0,0,1,running,0,14,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,12,24,4,5,2,0,28,crash,28,13,15,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,12,25,11,8,6,0,1,crash,20,12,8,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,12,26,28,0,0,0,0,crash,11,11,0,0
Bubba Wallace,23,23XI Racing,Toyota,2022,12,27,17,10,0,0,0,crash,11,10,1,0
Kurt Busch,45,23XI Racing,Toyota,2022,12,28,6,0,0,0,0,crash,9,9,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,12,29,15,0,0,0,0,crash,8,8,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,12,30,8,2,1,0,26,crash,26,7,19,1
Daniel Hemric,16,Kaulig Racing,Chevrolet,2022,12,31,24,0,0,0,0,engine,0,6,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,12,32,36,0,0,0,0,brakes,5,5,0,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,12,33,5,4,0,0,19,crash,11,4,7,0
Brad Keselowski,6,RFK Racing,Ford,2022,12,34,23,0,0,0,0,crash,3,3,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,12,35,30,0,0,0,0,crash,2,2,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,12,36,2,0,0,0,30,engine,1,1,0,0
Kurt Busch,45,23XI Racing,Toyota,2022,13,1,5,0,1,0,116,running,50,40,10,6
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,13,2,3,0,6,0,29,running,40,35,5,0
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,13,3,6,1,2,0,18,running,53,34,19,1
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,13,4,18,0,8,0,0,running,36,33,3,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,13,5,1,0,0,0,37,running,32,32,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,13,6,9,6,0,0,0,running,36,31,5,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,13,7,11,2,7,0,4,running,43,30,13,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,13,8,36,0,0,0,3,running,29,29,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,13,9,8,10,0,0,0,running,29,28,1,0
Bubba Wallace,23,23XI Racing,Toyota,2022,13,10,24,7,10,0,0,running,32,27,5,0
Austin Cindric,2,Team Penske,Ford,2022,13,11,4,0,4,0,0,running,33,26,7,0
Ryan Blaney,12,Team Penske,Ford,2022,13,12,10,9,3,0,1,running,35,25,10,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,13,13,21,0,0,0,0,running,24,24,0,0
Brad Keselowski,6,RFK Racing,Ford,2022,13,14,30,0,0,0,0,running,23,23,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,13,15,23,0,0,0,0,running,22,22,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2022,13,16,13,5,0,0,25,running,27,21,6,0
Joey Logano,22,Team Penske,Ford,2022,13,17,34,0,9,0,0,running,22,20,2,0
Noah Gragson,16,Kaulig Racing,Chevrolet,2022,13,18,28,0,0,0,0,running,0,19,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2022,13,19,20,0,0,0,0,running,18,18,0,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,13,20,17,0,0,0,0,running,17,17,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,13,21,26,0,0,0,0,running,16,16,0,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,13,22,16,0,0,0,0,running,15,15,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,13,23,25,0,0,0,0,running,14,14,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,13,24,12,0,0,0,0,running,13,13,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2022,13,25,31,0,0,0,0,running,12,12,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,13,26,7,0,0,0,0,running,11,11,0,0
Chris Buescher,17,RFK Racing,Ford,2022,13,27,35,0,0,0,0,running,10,10,0,0
Josh Bilicki,77,Spire Motorsports,Chevrolet,2022,13,28,33,0,0,0,0,running,0,9,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2022,13,29,14,3,5,0,10,running,22,8,14,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,13,30,2,4,0,0,24,running,14,7,7,0
J.J. Yeley,15,Rick Ware Racing,Ford,2022,13,31,27,0,0,0,0,running,0,6,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,13,32,22,8,0,0,0,running,8,5,3,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,13,33,19,0,0,0,0,running,4,4,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,13,34,29,0,0,0,0,running,3,3,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2022,13,35,15,0,0,0,0,electrical,2,2,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,13,36,32,0,0,0,0,chassis,1,1,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2022,14,1,1,10,0,10,15,running,42,40,2,5
Kyle Busch,18,Joe Gibbs Racing,Toyota,2022,14,2,4,0,0,0,36,running,35,35,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2022,14,3,18,0,7,0,0,running,38,34,4,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2022,14,4,15,0,4,2,2,running,49,33,16,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2022,14,5,3,3,10,0,0,running,41,32,9,0
Tyler Reddick,8,Richard Childress Racing,Chevrolet,2022,14,6,8,2,8,4,19,running,50,31,19,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2022,14,7,29,7,5,0,0,running,40,30,10,0
Michael McDowell,34,Front Row Motorsports,Ford,2022,14,8,10,0,0,0,0,running,29,29,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2022,14,9,36,0,0,3,51,running,36,28,8,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2022,14,10,9,9,0,0,0,running,29,27,2,0
Harrison Burton,21,Wood Brothers Racing,Ford,2022,14,11,17,0,0,0,0,running,26,26,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2022,14,12,14,8,9,0,0,running,30,25,5,0
Ty Dillon,42,Petty GMS Motorsports,Chevrolet,2022,14,13,28,0,0,0,0,running,24,24,0,0
Erik Jones,43,Petty GMS Motorsports,Chevrolet,2022,14,14,25,0,3,0,0,running,31,23,8,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2022,14,15,22,4,2,1,153,running,48,22,26,1
Todd Gilliland,38,Front Row Motorsports,Ford,2022,14,16,30,0,0,0,0,running,21,21,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2022,14,17,24,0,0,0,0,running,20,20,0,0
Cody Ware,51,Rick Ware Racing,Ford,2022,14,18,33,0,0,0,0,running,19,19,0,0
B.J. McLeod,78,Live Fast Motorsports,Ford,2022,14,19,31,0,0,0,0,running,18,18,0,0
Joey Logano,22,Team Penske,Ford,2022,14,20,23,0,6,6,9,crash,27,17,10,0
Cole Custer,41,Stewart-Haas Racing,Ford,2022,14,21,21,0,0,7,0,crash,20,16,4,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2022,14,22,16,0,0,9,0,crash,17,15,2,0
Kaz Grala,50,23XI Racing,Chevrolet,2022,14,23,34,0,0,0,0,running,0,14,0,0
Noah Gragson,16,Kaulig Racing,Chevrolet,2022,14,24,27,0,0,0,0,throttle,0,13,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2022,14,25,12,0,1,5,36,crash,28,12,16,1
